Tipo;Numero;Data;DataVencimento;Cliente;NIF;Artigo;Descricao;Qtd;Unidade;PU;Desconto%;IVA%;SubtotalSemIVA;TotalIVA;TotalLinha;Armazem;Vendedor;Observacoes
FT;FT 2025/2581;2024-05-18;2025-08-28;Iota Services SA;PT371705275;ART007;Artigo ART007 - Lote 9754;203;M;2796.52;10;13;510924.20;66420.15;577344.35;AZ05;Carlos Oliveira;Ref 90085060
NC;NC 2025/2605;2026-12-04;2025-05-02;Eta Consulting SA;PT415636411;ART002;Artigo ART002 - Lote 9226;493;M;1763.35;2;6;851944.92;51116.70;903061.62;AZ04;Carlos Oliveira;Ref 05622411
NC;NC 2025/0812;2026-11-03;2025-09-22;Eta Consulting SA;PT856140754;ART050;Artigo ART050 - Lote 2691;1;M2;718.23;13;6;624.86;37.49;662.35;AZ05;João Silva;Ref 20062304
NC;NC 2025/1686;2024-11-28;2025-06-15;Kappa Manufacturing Lda;PT988406513;ART001;Artigo ART001 - Lote 8030;385;PC;1851.89;14;6;613160.78;36789.65;649950.43;AZ03;João Silva;Ref 51636346
NC;NC 2025/4654;2025-10-14;2026-10-12;Theta Group Lda;PT058367144;ART002;Artigo ART002 - Lote 2494;495;M2;266.03;10;6;118516.36;7110.98;125627.34;AZ01;Carlos Oliveira;Ref 65444009
RG;RG 2025/0312;2025-01-31;2026-12-21;Zeta Industries Lda;PT615473658;ART040;Artigo ART040 - Lote 4456;83;L;786.68;12;23;57459.11;13215.60;70674.71;AZ05;Ana Pereira;Ref 71776216
NC;NC 2025/9744;2024-09-29;2026-07-12;Kappa Manufacturing Lda;PT830396078;ART040;Artigo ART040 - Lote 6914;112;PC;465.13;9;6;47406.05;2844.36;50250.41;AZ03;Maria Santos;Ref 93279926
NC;NC 2025/9892;2025-10-28;2026-04-16;Gama Corp;PT944740825;ART033;Artigo ART033 - Lote 1383;50;KG;2389.10;1;23;118260.45;27199.90;145460.35;AZ02;Catarina Lopes;Ref 77388788
ND;ND 2025/9365;2024-04-20;2026-08-30;Beta Solutions SA;PT841013703;ART007;Artigo ART007 - Lote 4990;186;KG;1804.47;5;23;318849.85;73335.47;392185.32;AZ03;Sofia Martins;Ref 27961217
NC;NC 2025/2923;2024-07-26;2026-01-05;Beta Solutions SA;PT813296827;ART002;Artigo ART002 - Lote 5113;457;PC;2526.75;6;13;1085441.26;141107.36;1226548.62;AZ03;Ana Pereira;Ref 80577454
FR;FR 2025/9868;2026-09-05;2025-05-02;Beta Solutions SA;PT158550369;ART012;Artigo ART012 - Lote 4117;268;UN;64.77;11;6;15448.94;926.94;16375.88;AZ03;Nuno Rodrigues;Ref 51774259
RG;RG 2025/2824;2024-01-09;2026-06-12;Delta Serviços Lda;PT541101333;ART002;Artigo ART002 - Lote 0095;433;PC;2252.51;1;6;965583.46;57935.01;1023518.47;AZ05;Catarina Lopes;Ref 53285570
FT;FT 2025/9275;2024-07-05;2025-04-07;Theta Group Lda;PT529589103;ART040;Artigo ART040 - Lote 2284;228;M2;901.97;15;23;174801.79;40204.41;215006.20;AZ05;Maria Santos;Ref 78623587
FR;FR 2025/2304;2026-08-13;2026-08-30;Delta Serviços Lda;PT758023369;ART025;Artigo ART025 - Lote 1958;405;M3;1227.19;6;23;467191.23;107453.98;574645.21;AZ05;Nuno Rodrigues;Ref 13753844
ND;ND 2025/9748;2026-03-31;2025-01-06;Gama Corp;PT597864533;ART012;Artigo ART012 - Lote 5208;311;M2;537.30;15;6;142035.25;8522.11;150557.36;AZ05;Pedro Fernandes;Ref 27065670
ND;ND 2025/2002;2024-04-26;2025-06-30;Delta Serviços Lda;PT517573742;ART030;Artigo ART030 - Lote 7785;315;M2;2599.68;0;23;818899.20;188346.82;1007246.02;AZ02;Nuno Rodrigues;Ref 19860552
RG;RG 2025/8606;2024-02-22;2025-09-20;Iota Services SA;PT169537042;ART015;Artigo ART015 - Lote 6137;423;M;1406.97;6;13;559439.41;72727.12;632166.53;AZ05;Catarina Lopes;Ref 27404558
ND;ND 2025/1107;2025-01-09;2026-06-04;ACME Lda;PT015936558;ART001;Artigo ART001 - Lote 1276;300;M2;1859.66;8;6;513266.16;30795.97;544062.13;AZ02;Pedro Fernandes;Ref 44271384
FR;FR 2025/1430;2026-07-22;2026-01-01;Iota Services SA;PT922824502;ART015;Artigo ART015 - Lote 8939;402;L;1264.49;9;23;462575.73;106392.42;568968.15;AZ01;Bruno Alves;Ref 87098914
NC;NC 2025/5181;2024-01-20;2026-08-19;Delta Serviços Lda;PT997609234;ART001;Artigo ART001 - Lote 9933;166;L;110.59;12;6;16154.99;969.30;17124.29;AZ04;Sofia Martins;Ref 79150191
ND;ND 2025/1808;2025-09-05;2026-06-20;Iota Services SA;PT864126705;ART025;Artigo ART025 - Lote 3143;134;PC;2801.71;5;6;356657.68;21399.46;378057.14;AZ05;Catarina Lopes;Ref 36349868
NC;NC 2025/8977;2025-08-14;2025-02-27;ACME Lda;PT451699521;ART007;Artigo ART007 - Lote 6957;98;M2;2693.11;14;13;226975.31;29506.79;256482.10;AZ05;Pedro Fernandes;Ref 68895735
FT;FT 2025/7983;2024-01-18;2025-08-18;Zeta Industries Lda;PT214071885;ART025;Artigo ART025 - Lote 4489;480;M2;2003.31;13;13;836582.26;108755.69;945337.95;AZ03;Sofia Martins;Ref 52873164
ND;ND 2025/4274;2025-12-20;2026-11-25;Eta Consulting SA;PT709154900;ART033;Artigo ART033 - Lote 6909;31;KG;638.04;10;23;17801.32;4094.30;21895.62;AZ05;Sofia Martins;Ref 81062943
FT;FT 2025/0492;2024-10-02;2025-11-27;Eta Consulting SA;PT013721025;ART030;Artigo ART030 - Lote 2802;171;M3;1032.07;13;6;153541.05;9212.46;162753.51;AZ05;Carlos Oliveira;Ref 13283610
FT;FT 2025/8550;2025-08-07;2026-09-15;Delta Serviços Lda;PT032054332;ART007;Artigo ART007 - Lote 3909;78;UN;727.34;3;6;55030.54;3301.83;58332.37;AZ02;Ana Pereira;Ref 12240694
NC;NC 2025/7674;2025-02-09;2026-10-18;Epsilon Tech SA;PT761829507;ART055;Artigo ART055 - Lote 7319;7;UN;601.39;15;23;3578.27;823.00;4401.27;AZ02;Rui Costa;Ref 48987785
ND;ND 2025/3776;2024-05-20;2025-05-01;Gama Corp;PT434409751;ART055;Artigo ART055 - Lote 8284;445;M3;290.59;6;6;121553.80;7293.23;128847.03;AZ01;Nuno Rodrigues;Ref 89329102
FR;FR 2025/4657;2024-12-11;2026-09-30;Epsilon Tech SA;PT788972137;ART015;Artigo ART015 - Lote 7190;480;KG;1647.25;8;13;727425.60;94565.33;821990.93;AZ01;Catarina Lopes;Ref 70528767
ND;ND 2025/7176;2026-06-14;2025-08-11;Theta Group Lda;PT053335987;ART012;Artigo ART012 - Lote 7279;384;M;1061.57;5;13;387260.74;50343.90;437604.64;AZ01;Carlos Oliveira;Ref 20377846
FR;FR 2025/1531;2026-02-09;2026-05-18;Zeta Industries Lda;PT837330419;ART045;Artigo ART045 - Lote 3812;487;PC;1308.81;10;13;573651.42;74574.68;648226.10;AZ03;Pedro Fernandes;Ref 30801756
ND;ND 2025/5329;2026-03-21;2025-03-08;Kappa Manufacturing Lda;PT279734721;ART018;Artigo ART018 - Lote 5993;194;UN;661.47;2;6;125758.68;7545.52;133304.20;AZ04;Nuno Rodrigues;Ref 19147785
FT;FT 2025/2239;2025-05-09;2025-07-09;Theta Group Lda;PT930121890;ART040;Artigo ART040 - Lote 0194;452;L;713.67;4;6;309675.69;18580.54;328256.23;AZ01;João Silva;Ref 61691982
NC;NC 2025/3160;2026-03-04;2026-11-11;ACME Lda;PT532627651;ART012;Artigo ART012 - Lote 5809;365;PC;1877.43;13;23;596177.90;137120.92;733298.82;AZ04;Maria Santos;Ref 50028785
FT;FT 2025/1529;2026-07-25;2025-11-20;Eta Consulting SA;PT140748119;ART030;Artigo ART030 - Lote 0746;57;M3;340.09;0;13;19385.13;2520.07;21905.20;AZ03;Ana Pereira;Ref 72399056
FR;FR 2025/4907;2024-10-13;2025-01-19;Delta Serviços Lda;PT108889456;ART025;Artigo ART025 - Lote 4631;497;UN;608.61;6;6;284330.42;17059.83;301390.25;AZ02;Maria Santos;Ref 08067926
FR;FR 2025/1240;2025-11-07;2026-06-01;Delta Serviços Lda;PT453060713;ART012;Artigo ART012 - Lote 7638;134;KG;1133.67;15;6;129125.01;7747.50;136872.51;AZ01;Carlos Oliveira;Ref 30614734
ND;ND 2025/0996;2024-02-22;2025-03-21;Iota Services SA;PT460771529;ART003;Artigo ART003 - Lote 3775;382;M;1068.56;7;6;379616.63;22777.00;402393.63;AZ05;Ana Pereira;Ref 31184610
NC;NC 2025/8545;2024-12-19;2026-08-19;Epsilon Tech SA;PT717586397;ART033;Artigo ART033 - Lote 0151;461;UN;427.85;3;13;191321.68;24871.82;216193.50;AZ03;Ana Pereira;Ref 04143286
NC;NC 2025/9300;2026-03-12;2026-07-06;Epsilon Tech SA;PT661998836;ART012;Artigo ART012 - Lote 3106;184;PC;2578.99;5;13;450807.45;58604.97;509412.42;AZ02;Rui Costa;Ref 05637879
NC;NC 2025/4630;2025-08-18;2025-07-02;Epsilon Tech SA;PT483445760;ART055;Artigo ART055 - Lote 9590;483;M2;2317.50;12;23;985030.20;226556.95;1211587.15;AZ05;Ana Pereira;Ref 53374512
NC;NC 2025/6985;2024-06-22;2026-11-03;Eta Consulting SA;PT775496824;ART055;Artigo ART055 - Lote 7992;285;L;71.77;5;13;19431.73;2526.12;21957.85;AZ05;Carlos Oliveira;Ref 33605276
ND;ND 2025/3332;2024-06-05;2026-12-04;ACME Lda;PT878031196;ART030;Artigo ART030 - Lote 3723;295;M3;2995.89;3;6;857273.92;51436.44;908710.36;AZ02;Bruno Alves;Ref 01859206
FR;FR 2025/5712;2026-10-30;2025-07-20;Theta Group Lda;PT946209526;ART025;Artigo ART025 - Lote 9969;367;CX;2964.82;6;6;1022803.60;61368.22;1084171.82;AZ05;Nuno Rodrigues;Ref 74156067
NC;NC 2025/8391;2024-06-19;2026-04-29;Beta Solutions SA;PT307653334;ART007;Artigo ART007 - Lote 1598;195;PC;2635.64;1;13;508810.30;66145.34;574955.64;AZ04;Pedro Fernandes;Ref 14430157
ND;ND 2025/6372;2024-08-12;2025-07-28;Zeta Industries Lda;PT653415489;ART021;Artigo ART021 - Lote 5710;66;M;17.57;13;13;1008.87;131.15;1140.02;AZ03;Bruno Alves;Ref 32374186
FR;FR 2025/1627;2026-11-09;2026-11-23;Eta Consulting SA;PT662150839;ART001;Artigo ART001 - Lote 5564;186;PC;2308.40;8;13;395013.41;51351.74;446365.15;AZ01;João Silva;Ref 44918937
RG;RG 2025/2446;2026-08-14;2026-10-20;ACME Lda;PT800519434;ART002;Artigo ART002 - Lote 3108;441;M;824.41;0;13;363564.81;47263.43;410828.24;AZ02;Carlos Oliveira;Ref 31744774
FT;FT 2025/9755;2026-06-17;2026-07-30;Eta Consulting SA;PT298829888;ART001;Artigo ART001 - Lote 1917;415;CX;1161.76;14;6;414632.14;24877.93;439510.07;AZ03;Nuno Rodrigues;Ref 52065739
NC;NC 2025/3877;2026-09-03;2026-01-29;Delta Serviços Lda;PT922520772;ART018;Artigo ART018 - Lote 6008;325;CX;981.06;11;23;283771.60;65267.47;349039.07;AZ05;Ana Pereira;Ref 85469366
FT;FT 2025/1509;2025-02-23;2025-08-12;Kappa Manufacturing Lda;PT951500474;ART040;Artigo ART040 - Lote 1525;55;KG;684.18;11;6;33490.61;2009.44;35500.05;AZ04;Bruno Alves;Ref 19202287
NC;NC 2025/9362;2026-06-14;2026-01-22;Kappa Manufacturing Lda;PT024327276;ART012;Artigo ART012 - Lote 6782;230;UN;1832.49;13;23;366681.25;84336.69;451017.94;AZ04;Bruno Alves;Ref 52718344
NC;NC 2025/6521;2025-09-19;2026-07-16;Theta Group Lda;PT821907110;ART055;Artigo ART055 - Lote 0633;285;M3;1407.63;10;23;361057.10;83043.13;444100.23;AZ03;João Silva;Ref 30009808
FT;FT 2025/6982;2025-03-13;2026-12-14;Epsilon Tech SA;PT657933084;ART021;Artigo ART021 - Lote 6060;498;M2;2762.65;3;13;1334525.71;173488.34;1508014.05;AZ03;Carlos Oliveira;Ref 27247742
FT;FT 2025/7686;2025-07-12;2026-05-10;Epsilon Tech SA;PT035106674;ART030;Artigo ART030 - Lote 5426;9;M3;2478.56;4;13;21414.76;2783.92;24198.68;AZ03;Bruno Alves;Ref 09701293
FR;FR 2025/9266;2025-06-07;2025-07-17;Iota Services SA;PT020732912;ART007;Artigo ART007 - Lote 9684;158;L;1027.46;15;6;137987.88;8279.27;146267.15;AZ03;Carlos Oliveira;Ref 79393159
FR;FR 2025/0060;2026-02-10;2025-07-09;Beta Solutions SA;PT579547627;ART045;Artigo ART045 - Lote 8626;243;UN;1591.43;13;23;336444.22;77382.17;413826.39;AZ02;Sofia Martins;Ref 66987934
ND;ND 2025/0198;2026-02-08;2026-03-30;Kappa Manufacturing Lda;PT285299146;ART040;Artigo ART040 - Lote 1880;74;L;1177.27;13;6;75792.64;4547.56;80340.20;AZ02;Maria Santos;Ref 85807017
NC;NC 2025/0537;2024-05-23;2026-07-24;Beta Solutions SA;PT588688588;ART021;Artigo ART021 - Lote 8976;422;CX;807.54;5;13;323742.79;42086.56;365829.35;AZ04;Nuno Rodrigues;Ref 58066777
FT;FT 2025/9509;2024-11-11;2025-06-19;Kappa Manufacturing Lda;PT940091674;ART002;Artigo ART002 - Lote 1137;187;CX;2345.25;3;13;425404.90;55302.64;480707.54;AZ04;João Silva;Ref 09481731
ND;ND 2025/3772;2025-06-08;2025-03-26;Gama Corp;PT915262313;ART002;Artigo ART002 - Lote 7369;256;L;1289.17;6;23;310225.87;71351.95;381577.82;AZ01;Nuno Rodrigues;Ref 04834077
FT;FT 2025/3913;2026-07-19;2026-01-22;Kappa Manufacturing Lda;PT081181541;ART002;Artigo ART002 - Lote 4407;196;M2;2366.88;3;6;449991.23;26999.47;476990.70;AZ02;Catarina Lopes;Ref 79550394
NC;NC 2025/0153;2024-06-21;2026-02-06;Beta Solutions SA;PT996403865;ART021;Artigo ART021 - Lote 5315;394;UN;641.71;14;23;217437.02;50010.51;267447.53;AZ04;Catarina Lopes;Ref 54838892
FT;FT 2025/6395;2026-07-11;2025-08-14;Kappa Manufacturing Lda;PT570412202;ART012;Artigo ART012 - Lote 3856;91;L;1325.68;4;23;115811.40;26636.62;142448.02;AZ01;Nuno Rodrigues;Ref 78677978
FT;FT 2025/3057;2025-03-31;2026-12-07;ACME Lda;PT351026679;ART050;Artigo ART050 - Lote 1683;467;CX;2311.07;6;13;1014513.51;131886.76;1146400.27;AZ01;Ana Pereira;Ref 32680496
FR;FR 2025/5285;2025-10-25;2026-12-12;Kappa Manufacturing Lda;PT856353687;ART030;Artigo ART030 - Lote 9367;305;M;2765.32;13;23;733777.66;168768.86;902546.52;AZ02;João Silva;Ref 33391276
ND;ND 2025/3381;2025-12-09;2025-03-15;Delta Serviços Lda;PT489756538;ART025;Artigo ART025 - Lote 2140;231;UN;2540.63;15;13;498852.70;64850.85;563703.55;AZ02;Nuno Rodrigues;Ref 42470877
ND;ND 2025/6277;2024-02-11;2025-05-14;Theta Group Lda;PT893991526;ART040;Artigo ART040 - Lote 8712;143;UN;837.49;12;6;105389.74;6323.38;111713.12;AZ03;Pedro Fernandes;Ref 09251302
NC;NC 2025/8372;2024-08-07;2026-10-09;Theta Group Lda;PT532155576;ART012;Artigo ART012 - Lote 2980;402;PC;202.51;7;13;75710.39;9842.35;85552.74;AZ02;Pedro Fernandes;Ref 94298626
FT;FT 2025/2386;2025-08-16;2026-07-29;Kappa Manufacturing Lda;PT752877805;ART018;Artigo ART018 - Lote 7057;441;CX;2022.13;0;13;891759.33;115928.71;1007688.04;AZ01;Nuno Rodrigues;Ref 52229506
ND;ND 2025/8469;2025-08-06;2025-05-24;Beta Solutions SA;PT980552997;ART055;Artigo ART055 - Lote 4780;404;M3;2271.67;4;13;881044.49;114535.78;995580.27;AZ01;João Silva;Ref 88004040
FR;FR 2025/0605;2026-11-10;2025-03-02;Zeta Industries Lda;PT951110190;ART025;Artigo ART025 - Lote 3118;21;CX;2315.58;3;6;47168.36;2830.10;49998.46;AZ05;Nuno Rodrigues;Ref 38835319
FT;FT 2025/7620;2026-06-08;2025-03-24;Eta Consulting SA;PT708736027;ART001;Artigo ART001 - Lote 7387;427;M;148.97;0;6;63610.19;3816.61;67426.80;AZ05;Sofia Martins;Ref 16757450
ND;ND 2025/8708;2026-07-29;2026-01-28;Delta Serviços Lda;PT946150351;ART012;Artigo ART012 - Lote 4600;312;M3;1142.42;5;23;338613.29;77881.06;416494.35;AZ03;Pedro Fernandes;Ref 09284091
ND;ND 2025/8531;2026-12-28;2026-10-06;Beta Solutions SA;PT373770918;ART018;Artigo ART018 - Lote 7073;377;M2;1463.03;6;13;518468.57;67400.91;585869.48;AZ01;Bruno Alves;Ref 78163922
NC;NC 2025/2756;2024-07-28;2026-01-17;Delta Serviços Lda;PT735322152;ART002;Artigo ART002 - Lote 0945;424;L;2471.57;9;6;953630.57;57217.83;1010848.40;AZ01;Nuno Rodrigues;Ref 52350214
ND;ND 2025/8261;2024-08-13;2025-01-22;Beta Solutions SA;PT742332269;ART002;Artigo ART002 - Lote 2481;71;M3;2993.95;4;6;204067.63;12244.06;216311.69;AZ04;Nuno Rodrigues;Ref 44713301
ND;ND 2025/7455;2026-05-09;2026-07-28;Iota Services SA;PT401214376;ART045;Artigo ART045 - Lote 2149;308;M;1711.54;6;13;495525.06;64418.26;559943.32;AZ03;Maria Santos;Ref 29658324
ND;ND 2025/3738;2024-09-09;2025-08-23;ACME Lda;PT764904661;ART030;Artigo ART030 - Lote 8206;141;L;2743.32;13;13;336523.06;43748.00;380271.06;AZ04;Bruno Alves;Ref 99942674
FT;FT 2025/2041;2026-04-12;2026-03-26;Beta Solutions SA;PT769763422;ART025;Artigo ART025 - Lote 1782;89;CX;1956.68;2;23;170661.63;39252.17;209913.80;AZ02;Bruno Alves;Ref 82866973
NC;NC 2025/3254;2026-03-14;2026-01-13;Zeta Industries Lda;PT708242997;ART021;Artigo ART021 - Lote 6802;279;KG;533.10;6;23;139810.81;32156.49;171967.30;AZ04;Ana Pereira;Ref 16334041
ND;ND 2025/2922;2024-03-14;2025-12-07;Epsilon Tech SA;PT622875790;ART040;Artigo ART040 - Lote 5232;455;KG;2798.01;8;13;1171246.99;152262.11;1323509.10;AZ03;Catarina Lopes;Ref 80212122
NC;NC 2025/6640;2024-05-04;2025-12-28;Eta Consulting SA;PT100427669;ART003;Artigo ART003 - Lote 8804;498;PC;2319.26;1;23;1143441.57;262991.56;1406433.13;AZ03;Carlos Oliveira;Ref 22897097
NC;NC 2025/5683;2025-10-06;2025-10-05;Iota Services SA;PT518451656;ART050;Artigo ART050 - Lote 9514;177;KG;894.15;2;23;155099.26;35672.83;190772.09;AZ01;Rui Costa;Ref 95833415
ND;ND 2025/7831;2025-04-28;2026-01-21;Epsilon Tech SA;PT629893517;ART040;Artigo ART040 - Lote 1972;264;L;665.42;2;6;172157.46;10329.45;182486.91;AZ02;Pedro Fernandes;Ref 34961165
ND;ND 2025/8193;2026-07-26;2025-02-01;Epsilon Tech SA;PT245309465;ART021;Artigo ART021 - Lote 2350;106;CX;1785.04;14;23;162724.25;37426.58;200150.83;AZ04;Maria Santos;Ref 67892743
NC;NC 2025/4800;2025-10-22;2025-11-14;Beta Solutions SA;PT501342305;ART040;Artigo ART040 - Lote 6953;494;PC;428.94;11;6;188587.76;11315.27;199903.03;AZ04;Pedro Fernandes;Ref 72385881
FT;FT 2025/8623;2024-07-17;2025-03-16;Eta Consulting SA;PT234229201;ART003;Artigo ART003 - Lote 7886;121;M2;77.45;15;6;7965.73;477.94;8443.67;AZ04;Nuno Rodrigues;Ref 36520028
RG;RG 2025/7483;2025-05-05;2025-03-17;Kappa Manufacturing Lda;PT786567505;ART003;Artigo ART003 - Lote 4514;282;M3;884.49;5;13;236954.87;30804.13;267759.00;AZ02;Maria Santos;Ref 64813865
FR;FR 2025/8053;2026-05-25;2025-10-11;Beta Solutions SA;PT666826593;ART050;Artigo ART050 - Lote 5737;452;CX;953.15;5;6;409282.61;24556.96;433839.57;AZ04;Carlos Oliveira;Ref 66756217
FR;FR 2025/5698;2024-10-01;2026-01-09;Gama Corp;PT884457097;ART015;Artigo ART015 - Lote 5091;274;M3;631.74;10;13;155787.08;20252.32;176039.40;AZ04;João Silva;Ref 27576630
ND;ND 2025/5028;2024-11-20;2025-12-20;Beta Solutions SA;PT423434697;ART012;Artigo ART012 - Lote 3477;229;PC;76.53;7;13;16298.59;2118.82;18417.41;AZ03;João Silva;Ref 99453291
ND;ND 2025/8996;2024-01-12;2026-10-08;Kappa Manufacturing Lda;PT262515096;ART055;Artigo ART055 - Lote 5784;128;M;854.57;12;13;96258.76;12513.64;108772.40;AZ05;Catarina Lopes;Ref 97214064
NC;NC 2025/6063;2024-02-26;2026-01-06;ACME Lda;PT588053008;ART050;Artigo ART050 - Lote 9449;114;M;1169.92;2;13;130703.46;16991.45;147694.91;AZ05;Catarina Lopes;Ref 60176979
ND;ND 2025/2506;2026-03-19;2026-09-27;ACME Lda;PT013684376;ART012;Artigo ART012 - Lote 2378;408;L;2194.22;9;6;814670.00;48880.20;863550.20;AZ02;Carlos Oliveira;Ref 36136832
FR;FR 2025/8515;2026-07-31;2026-05-28;Theta Group Lda;PT202634658;ART001;Artigo ART001 - Lote 3577;466;M3;879.29;9;23;372871.72;85760.50;458632.22;AZ04;Bruno Alves;Ref 88952177
ND;ND 2025/0692;2025-05-03;2026-07-13;Zeta Industries Lda;PT711977746;ART045;Artigo ART045 - Lote 5743;406;M2;2508.44;13;6;886031.18;53161.87;939193.05;AZ01;Carlos Oliveira;Ref 52760742
FR;FR 2025/4095;2025-08-17;2026-11-05;Theta Group Lda;PT410163166;ART030;Artigo ART030 - Lote 7514;284;KG;2760.65;8;13;721302.63;93769.34;815071.97;AZ03;Ana Pereira;Ref 31470420
ND;ND 2025/0218;2026-08-03;2025-10-25;Theta Group Lda;PT444469371;ART050;Artigo ART050 - Lote 2956;307;M2;297.91;15;23;77739.61;17880.11;95619.72;AZ04;Catarina Lopes;Ref 76812259
ND;ND 2025/5298;2025-06-26;2026-05-03;Iota Services SA;PT382040430;ART002;Artigo ART002 - Lote 0305;381;CX;2564.89;0;23;977223.09;224761.31;1201984.40;AZ02;Catarina Lopes;Ref 62022243
ND;ND 2025/1346;2024-07-24;2025-09-15;Iota Services SA;PT221331269;ART050;Artigo ART050 - Lote 4177;152;M3;962.64;5;6;139005.22;8340.31;147345.53;AZ04;Rui Costa;Ref 69119661
NC;NC 2025/0734;2026-02-13;2026-11-18;Epsilon Tech SA;PT983018237;ART045;Artigo ART045 - Lote 7148;180;L;2253.22;13;6;352854.25;21171.26;374025.51;AZ03;Sofia Martins;Ref 53981021
FR;FR 2025/4136;2024-08-02;2026-01-06;Iota Services SA;PT235610505;ART002;Artigo ART002 - Lote 7684;321;M2;129.87;13;6;36268.79;2176.13;38444.92;AZ03;Bruno Alves;Ref 18607686
RG;RG 2025/0560;2026-07-01;2025-05-07;Gama Corp;PT198943651;ART003;Artigo ART003 - Lote 2566;440;M2;823.08;10;13;325939.68;42372.16;368311.84;AZ01;Nuno Rodrigues;Ref 51855886
ND;ND 2025/0234;2024-03-18;2025-01-15;Iota Services SA;PT730225309;ART007;Artigo ART007 - Lote 3506;275;M2;598.61;1;23;162971.57;37483.46;200455.03;AZ02;Sofia Martins;Ref 63913425
RG;RG 2025/8912;2026-05-08;2025-01-23;Iota Services SA;PT305107942;ART055;Artigo ART055 - Lote 9494;94;CX;1779.71;12;6;147217.61;8833.06;156050.67;AZ04;Sofia Martins;Ref 90763327
ND;ND 2025/5010;2025-07-02;2025-07-22;Zeta Industries Lda;PT894900308;ART045;Artigo ART045 - Lote 5754;57;M3;2331.22;14;23;114276.40;26283.57;140559.97;AZ05;Maria Santos;Ref 50792789
FR;FR 2025/4024;2024-01-12;2026-03-09;Zeta Industries Lda;PT905390197;ART045;Artigo ART045 - Lote 0514;482;M;1738.37;1;13;829515.40;107837.00;937352.40;AZ01;Sofia Martins;Ref 62216476
RG;RG 2025/7264;2025-07-17;2025-12-23;Gama Corp;PT961929891;ART018;Artigo ART018 - Lote 8248;133;L;2522.44;5;13;318710.29;41432.34;360142.63;AZ01;Catarina Lopes;Ref 29317294
FR;FR 2025/2247;2024-12-11;2026-09-27;Kappa Manufacturing Lda;PT345349796;ART021;Artigo ART021 - Lote 0402;349;CX;703.34;4;13;235647.03;30634.11;266281.14;AZ02;João Silva;Ref 35464146
FT;FT 2025/6929;2025-11-23;2025-02-17;Iota Services SA;PT317354580;ART007;Artigo ART007 - Lote 4891;363;PC;1139.18;1;23;409387.12;94159.04;503546.16;AZ05;Pedro Fernandes;Ref 27165910
RG;RG 2025/9654;2025-05-04;2025-03-21;Theta Group Lda;PT668156643;ART018;Artigo ART018 - Lote 4369;498;PC;2341.98;7;6;1084664.62;65079.88;1149744.50;AZ04;Maria Santos;Ref 75097037
RG;RG 2025/2014;2026-10-20;2025-08-30;Kappa Manufacturing Lda;PT670144033;ART050;Artigo ART050 - Lote 6493;184;PC;1246.38;3;6;222453.90;13347.23;235801.13;AZ03;Nuno Rodrigues;Ref 82462292
FT;FT 2025/6965;2025-08-04;2026-11-19;Theta Group Lda;PT533910625;ART018;Artigo ART018 - Lote 6105;142;UN;2272.64;3;13;313033.43;40694.35;353727.78;AZ01;Carlos Oliveira;Ref 34716795
ND;ND 2025/6261;2025-02-01;2025-08-08;Beta Solutions SA;PT217832692;ART055;Artigo ART055 - Lote 9353;366;KG;2386.85;4;6;838643.62;50318.62;888962.24;AZ04;Sofia Martins;Ref 34146990
FR;FR 2025/2745;2025-02-18;2025-06-02;Gama Corp;PT703991040;ART055;Artigo ART055 - Lote 0025;115;M2;2642.23;6;13;285625.06;37131.26;322756.32;AZ03;Pedro Fernandes;Ref 55713756
FR;FR 2025/1082;2025-10-07;2026-10-19;Epsilon Tech SA;PT654467809;ART025;Artigo ART025 - Lote 7113;473;L;1681.49;7;13;739670.64;96157.18;835827.82;AZ05;Rui Costa;Ref 22972070
FR;FR 2025/8362;2024-07-04;2025-12-18;Zeta Industries Lda;PT348243012;ART003;Artigo ART003 - Lote 5699;225;KG;2310.31;4;13;499026.96;64873.50;563900.46;AZ02;Pedro Fernandes;Ref 59788720
NC;NC 2025/0429;2025-09-26;2025-07-29;ACME Lda;PT426468258;ART018;Artigo ART018 - Lote 6534;404;UN;474.50;12;23;168694.24;38799.68;207493.92;AZ02;Maria Santos;Ref 65680852
FT;FT 2025/1453;2025-03-11;2026-05-11;Iota Services SA;PT966804210;ART002;Artigo ART002 - Lote 4616;481;KG;1181.27;5;23;539781.33;124149.71;663931.04;AZ01;Pedro Fernandes;Ref 21495425
ND;ND 2025/7288;2026-02-11;2026-10-29;Gama Corp;PT450439914;ART040;Artigo ART040 - Lote 0055;130;M;1663.97;14;23;186031.85;42787.33;228819.18;AZ04;Bruno Alves;Ref 97126149
FT;FT 2025/0970;2025-07-16;2025-03-09;Iota Services SA;PT843116738;ART018;Artigo ART018 - Lote 7436;111;UN;2968.40;3;23;319607.63;73509.75;393117.38;AZ03;João Silva;Ref 93843275
FT;FT 2025/2724;2025-04-25;2026-10-07;Gama Corp;PT851121801;ART030;Artigo ART030 - Lote 9282;163;KG;1461.68;6;23;223958.61;51510.48;275469.09;AZ03;Rui Costa;Ref 13545249
FR;FR 2025/5912;2025-06-07;2026-09-28;Delta Serviços Lda;PT336696956;ART018;Artigo ART018 - Lote 9561;175;PC;680.93;7;13;110821.36;14406.78;125228.14;AZ04;Rui Costa;Ref 76300723
